IdProvincia;IdEstacion;Año;Semana;Temp Media (ºC);Temp Máx (ºC);Hora Temp Max;Temp Mín (ºC);Hora Temp Mín;Hum Media (%);Hum Max (%);Hora Hum Max;Humedad Mín (%);Hora Humedad Mín;Vel Viento (m/s);Dir Viento (º);Vel Viento Máx (m/s);Hora Vel Máx Viento;Dir viento Vel Max (º);Radiación (MJ/m2);Precipitación (mm);PePMon;EtPMon;Fecha
30;107;2019;17;15,21;24,43;25/04/2019 15:03;6,64;24/04/2019 1:30;62,66;90,54;23/04/2019 0:30;22,16;28/04/2019 12:51;1,33;208,63;8,13;25/04/2019 12:05;198,6;22,9;1,24;0;26,69;22/04/2019
30;107;2019;18;15,8;23,06;02/05/2019 11:21;8,19;29/04/2019 4:58;69,31;92,4;05/05/2019 4:17;29,01;02/05/2019 14:19;0,91;112,06;8,53;04/05/2019 15:50;203;26,52;1,8;0;29,22;29/04/2019
30;107;2019;19;20,83;32,48;11/05/2019 12:07;10,43;06/05/2019 5:02;58,51;92,6;08/05/2019 6:08;18,69;11/05/2019 12:09;0,9;167,08;6,96;10/05/2019 14:25;147,5;28,1;0;0;35,43;06/05/2019
30;107;2019;20;18,5;31,41;15/05/2019 15:19;9,76;14/05/2019 4:46;50,93;88,5;17/05/2019 2:40;14,64;19/05/2019 11:48;0,86;168,24;7,84;16/05/2019 14:37;137,6;27,18;0,2;0;33,29;13/05/2019
30;107;2019;21;18,47;29,61;23/05/2019 13:32;8,66;20/05/2019 4:55;57,47;92,5;22/05/2019 5:37;12,22;23/05/2019 14:23;0,82;155,44;8,92;26/05/2019 15:36;180,8;23,3;1,8;0;29,67;20/05/2019
30;107;2019;22;19,59;29,17;02/06/2019 14:20;9,93;01/06/2019 4:46;53,25;88,6;27/05/2019 5:05;13,56;02/06/2019 13:36;0,86;99,11;7,94;27/05/2019 13:55;142,3;31,13;0;0;37,41;27/05/2019
30;107;2019;23;20,88;31,52;05/06/2019 13:22;11,84;03/06/2019 4:58;50,16;90;07/06/2019 5:38;7,18;05/06/2019 13:30;0,96;177,89;10,49;08/06/2019 10:51;128,2;29,29;0;0;37,82;03/06/2019
30;107;2019;24;21,08;30,77;10/06/2019 10:56;12,28;16/06/2019 4:02;54,59;89,6;14/06/2019 7:02;13,52;10/06/2019 10:49;1,06;126,88;9,31;14/06/2019 15:15;197,7;28,73;2,5;0;37,5;10/06/2019
30;107;2019;25;22,55;32,72;20/06/2019 10:24;11,74;18/06/2019 3:20;57,4;89,4;19/06/2019 4:01;19,03;19/06/2019 14:02;0,89;143,69;7,15;19/06/2019 14:26;136,6;30,79;0;0;40,57;17/06/2019
30;107;2019;26;25,62;36,19;29/06/2019 12:54;15,52;24/06/2019 4:58;52,45;89,6;26/06/2019 7:46;13,12;30/06/2019 13:09;0,85;95,83;7,55;27/06/2019 13:04;106,5;29,54;0,4;0;41,5;24/06/2019
30;107;2019;27;26,64;37,75;06/07/2019 11:31;17,73;01/07/2019 3:46;57,13;88,3;06/07/2019 5:48;17;07/07/2019 14:11;0,93;127,3;11,07;07/07/2019 3:43;220,3;25,04;0;0;38,7;01/07/2019
30;107;2019;28;26,46;37,05;12/07/2019 12:15;17,06;10/07/2019 3:56;46,22;84,1;14/07/2019 3:51;15,3;12/07/2019 11:40;0,88;129,41;9,11;14/07/2019 13:34;177,6;27,25;0;0;40,34;08/07/2019
30;107;2019;29;26,34;36,22;15/07/2019 12:19;17,43;19/07/2019 5:01;57,03;89,8;15/07/2019 5:49;20,87;18/07/2019 15:32;0,96;99,86;8,33;21/07/2019 13:03;116,5;28,27;0;0;41,14;15/07/2019
30;107;2019;30;27,2;35,96;23/07/2019 13:40;19,23;23/07/2019 3:41;44,2;87;26/07/2019 4:35;11,58;27/07/2019 10:24;0,9;130,45;8,82;22/07/2019 12:32;107,4;28,36;0;0;41,36;22/07/2019
30;107;2019;31;25,81;34,42;30/07/2019 10:45;17,69;29/07/2019 5:17;61,18;88,6;03/08/2019 4:31;20,14;29/07/2019 18:20;0,82;125,6;8,13;31/07/2019 16:13;78,45;24,44;0;0;35,64;29/07/2019
30;107;2019;32;28,5;39,59;10/08/2019 11:46;18,7;09/08/2019 5:40;49,92;87,5;06/08/2019 4:28;10,97;09/08/2019 16:08;0,75;159,63;6,37;06/08/2019 17:49;207,3;25,46;0,3;0;38,42;05/08/2019
30;107;2019;33;26,31;36,71;17/08/2019 13:57;18,06;15/08/2019 4:41;56,67;90,6;15/08/2019 7:02;12,04;12/08/2019 12:13;0,83;135,75;8,92;13/08/2019 11:12;53,16;25,19;0;0;36,21;12/08/2019
30;107;2019;34;24,94;35,36;19/08/2019 11:10;16,6;24/08/2019 5:39;63,43;90,4;21/08/2019 7:27;22,24;19/08/2019 11:11;0,82;72,33;7,94;21/08/2019 11:49;50,39;23,84;1,3;0;32,93;19/08/2019
30;107;2019;35;24,07;32,14;30/08/2019 12:10;18,03;01/09/2019 3:34;69,73;92,1;29/08/2019 6:28;31,94;30/08/2019 11:59;0,69;156,24;7,64;27/08/2019 13:36;44,1;20,74;3;0;28,57;26/08/2019
30;107;2019;36;23,82;31,6;02/09/2019 14:54;17,86;08/09/2019 23:37;68,07;89,2;04/09/2019 6:40;33,12;02/09/2019 14:50;0,73;89,8;7,35;02/09/2019 9:44;59,47;19,7;0,5;0;26,75;02/09/2019
30;107;2019;37;21;29,52;10/09/2019 9:05;14,58;12/09/2019 3:21;70,39;92,8;13/09/2019 6:36;10,34;10/09/2019 15:37;0,74;37,06;9,41;14/09/2019 1:34;239,2;13,24;108,4;64,3;18,54;09/09/2019
30;107;2019;38;22,97;30,47;22/09/2019 11:46;17,39;19/09/2019 5:55;77,08;93,3;19/09/2019 7:00;40,64;22/09/2019 11:37;0,58;178,74;5,68;18/09/2019 14:33;127,2;17,32;0,1;0;22,08;16/09/2019
30;107;2019;39;22,22;30,53;25/09/2019 11:42;15,92;24/09/2019 5:16;69,68;93;28/09/2019 6:27;27,95;25/09/2019 12:45;0,59;174,32;6,66;24/09/2019 15:24;187,4;20,62;0,1;0;23,95;23/09/2019
30;107;2019;40;21,96;31,24;01/10/2019 11:46;13,11;05/10/2019 6:00;58,33;92,9;30/09/2019 6:43;18,8;04/10/2019 10:43;0,62;210,91;7,15;02/10/2019 5:38;241,9;19,82;0,1;0;22,43;30/09/2019
30;107;2019;41;21,05;33,14;07/10/2019 13:18;14,41;09/10/2019 2:51;72,45;92,8;13/10/2019 7:12;15,27;07/10/2019 13:03;0,54;137,34;6,17;07/10/2019 10:39;330,6;15,66;0;0;17,75;07/10/2019
30;107;2019;42;17,77;27,43;18/10/2019 12:31;8,22;16/10/2019 4:48;61,15;92;14/10/2019 5:39;15,34;15/10/2019 12:37;0,61;221,65;7,55;19/10/2019 13:58;202,5;14,98;0,1;0;15,48;14/10/2019
30;107;2019;43;14,8;24,08;25/10/2019 12:34;8,92;24/10/2019 6:05;72,59;95,34;23/10/2019 2:30;34,31;24/10/2019 14:56;0,6;235,14;5,59;25/10/2019 15:26;215,4;12,14;22,82;13,47;11,63;21/10/2019
30;107;2019;44;19,53;28;01/11/2019 13:11;11,26;29/10/2019 6:15;62,53;93,3;29/10/2019 7:13;25,88;03/11/2019 13:39;0,73;236,37;8,92;03/11/2019 4:49;270,8;12,58;0,2;0;14,44;28/10/2019
30;107;2019;45;15,04;25,56;04/11/2019 12:08;6,05;07/11/2019 5:26;46,47;82,6;07/11/2019 5:33;20,25;09/11/2019 12:50;0,84;247,83;9,11;10/11/2019 23:55;348,4;14,02;0,1;0;12,43;04/11/2019
30;107;2019;46;12,67;23,79;13/11/2019 11:47;2,36;17/11/2019 6:56;46,3;85,4;14/11/2019 2:48;22,27;12/11/2019 12:40;0,77;269,53;11,17;14/11/2019 21:15;251,1;10,14;0;0;9,88;11/11/2019
30;107;2019;47;11,37;19,45;23/11/2019 13:03;4,2;19/11/2019 4:26;66,08;91,8;22/11/2019 23:53;26,16;23/11/2019 12:56;0,72;245,34;10,78;23/11/2019 9:49;280,5;9,27;9,4;3,11;7,7;18/11/2019
30;107;2019;48;13,51;23,19;27/11/2019 13:15;5,4;25/11/2019 6:14;70,19;93,4;01/12/2019 8:24;29,68;27/11/2019 13:29;0,56;234,63;6,76;27/11/2019 12:54;250,2;10,99;0,1;0;7,8;25/11/2019
30;107;2019;49;11,73;19,77;08/12/2019 15:00;6,94;07/12/2019 23:29;81,6;94;08/12/2019 2:30;39,78;08/12/2019 15:00;0,98;14,87;6,96;02/12/2019 23:56;48,4;5,12;43,92;26,59;6;02/12/2019
30;107;2019;50;13,22;20,98;10/12/2019 12:41;4,97;12/12/2019 3:26;54,82;90,4;15/12/2019 23:59;16,66;10/12/2019 14:00;0,9;245,47;6,33;09/12/2019 23:47;78,73;9,4;0;0;8,64;09/12/2019
30;107;2019;51;13,9;21,92;21/12/2019 12:17;4,07;19/12/2019 2:57;67,8;92,3;16/12/2019 8:36;24,18;22/12/2019 14:07;1,38;226,56;9,43;20/12/2019 6:10;235,7;6,51;0,9;0;9,81;16/12/2019
30;107;2019;52;11,89;24,92;26/12/2019 14:40;4;28/12/2019 1:47;69,45;93,3;28/12/2019 8:26;22,06;26/12/2019 12:44;0,56;232,72;4,27;26/12/2019 4:32;248,6;10,42;0,2;0;6,69;23/12/2019
30;107;2019;53;8,87;15,34;30/12/2019 13:15;3,3;31/12/2019 5:05;81,26;92,1;31/12/2019 5:43;53,09;30/12/2019 13:15;0,48;233,8;2,98;31/12/2019 15:52;190,3;7,13;0;0;1,46;30/12/2019
30;107;2020;1;8,16;16,73;05/01/2020 15:21;2,19;05/01/2020 5:16;81,93;93,1;03/01/2020 7:38;41,25;05/01/2020 15:28;0,46;243,42;3,16;04/01/2020 9:51;250,9;8,73;0,1;0;3,67;01/01/2020
30;107;2020;2;8,56;17,54;12/01/2020 13:53;-0,22;12/01/2020 6:08;74,36;93,8;08/01/2020 8:11;20,05;12/01/2020 13:49;0,56;260,94;5,57;11/01/2020 12:39;44,08;10,15;0,2;0;6,17;06/01/2020
30;107;2020;3;8,69;21,08;17/01/2020 14:45;-0,25;13/01/2020 7:11;69,49;92,7;14/01/2020 2:32;25,22;17/01/2020 14:06;0,62;250,6;5,16;19/01/2020 16:00;319;10,53;13,1;7,43;7,17;13/01/2020
30;107;2020;4;9,74;16,91;26/01/2020 13:30;4,13;20/01/2020 6:05;83,76;93,2;22/01/2020 6:18;43,12;26/01/2020 13:30;0,6;33,37;6,8;20/01/2020 7:11;351,9;6,91;40,9;25;6,15;20/01/2020
30;107;2020;5;12,8;23,65;01/02/2020 13:36;3,63;27/01/2020 7:30;72,5;100;27/01/2020 10:00;36,8;31/01/2020 13:59;0,61;240,48;4,47;02/02/2020 7:30;265,7;12,28;0,2;0;9,74;27/01/2020
30;107;2020;6;12,3;26,47;04/02/2020 14:26;5,68;06/02/2020 23:44;72,14;92,9;06/02/2020 8:49;18,66;04/02/2020 13:41;0,66;230,75;4,49;04/02/2020 12:43;241,1;11,76;1,3;0;10,42;03/02/2020
30;107;2020;7;12,92;24,45;11/02/2020 13:53;5;15/02/2020 6:43;74,89;93,4;16/02/2020 9:47;31,22;11/02/2020 13:56;0,7;213,77;5,64;10/02/2020 14:37;193,9;14,48;0,1;0;12,5;10/02/2020
30;107;2020;8;11,32;22,88;17/02/2020 13:55;2,6;22/02/2020 6:12;78,1;93,7;17/02/2020 8:24;17,5;23/02/2020 12:51;0,65;222,71;5,55;18/02/2020 2:43;72,04;13,78;1;0;11,76;17/02/2020
30;107;2020;9;14,62;25,83;25/02/2020 13:41;2,56;24/02/2020 4:52;51,8;91,4;24/02/2020 0:09;13,53;25/02/2020 12:19;0,88;230,14;6,02;29/02/2020 15:41;187;16,97;0,1;0;17,7;24/02/2020
30;107;2020;10;15,95;25,54;02/03/2020 12:36;5,58;03/03/2020 6:20;43,34;84,1;07/03/2020 23:39;13,94;02/03/2020 16:13;1,38;249,82;9,41;02/03/2020 14:51;254;17,96;0;0;22,53;02/03/2020
30;107;2020;11;15,8;28,85;11/03/2020 13:00;9,24;12/03/2020 5:00;56,51;85,7;14/03/2020 6:30;18,83;09/03/2020 14:29;0,8;163,66;5,62;09/03/2020 6:04;221,8;19,08;0;0;20,27;09/03/2020
30;107;2020;12;12,44;18,62;18/03/2020 14:31;6,22;16/03/2020 22:48;77,4;92,5;22/03/2020 5:55;47;16/03/2020 12:39;1,02;79,45;7,8;18/03/2020 11:55;52,74;8,35;25,9;13,89;12,15;16/03/2020
30;107;2020;13;10,99;19,74;26/03/2020 14:10;5;29/03/2020 5:20;80,23;93,5;23/03/2020 9:16;28,75;26/03/2020 15:24;0,9;68,99;8,23;24/03/2020 14:10;54,99;12,15;112,3;62,05;13,3;23/03/2020
30;107;2020;14;12,75;20,05;01/04/2020 12:40;6,48;02/04/2020 6:02;78,79;93,2;01/04/2020 7:08;37,05;03/04/2020 12:11;0,79;127,77;6,19;30/03/2020 16:36;56,47;17,76;11,5;3,3;18,25;30/03/2020
30;107;2020;15;13,85;21,42;10/04/2020 13:21;7,04;11/04/2020 5:40;71,95;92,9;06/04/2020 6:49;15,65;10/04/2020 13:18;0,69;78,79;5,08;11/04/2020 14:24;91,4;19,11;4,5;1,44;20,45;06/04/2020
30;107;2020;16;15,65;23,66;19/04/2020 14:05;11,26;13/04/2020 3:56;83,91;93,4;14/04/2020 8:50;49,52;19/04/2020 14:04;0,68;107,07;5,35;19/04/2020 16:13;192,6;13,06;15,2;5,11;16,2;13/04/2020
30;107;2020;17;15,66;25,31;20/04/2020 11:47;9,9;26/04/2020 3:40;70,79;93,6;26/04/2020 6:19;30,02;20/04/2020 12:01;0,77;238,94;5,64;26/04/2020 14:12;192;18,2;16,7;9,12;22,11;20/04/2020
30;107;2020;18;18,7;28,45;03/05/2020 13:00;10,34;28/04/2020 3:58;64,54;92,6;27/04/2020 2:33;29,89;29/04/2020 10:48;1,18;218,84;6,8;29/04/2020 14:05;160,4;26,55;0;0;32,49;27/04/2020
30;107;2020;19;20,42;29,41;04/05/2020 14:00;14,23;06/05/2020 4:00;65,96;94,64;09/05/2020 6:00;28,46;04/05/2020 14:30;1,54;152,24;4,14;10/05/2020 16:00;252,57;24,68;0,18;0;33,23;04/05/2020
30;107;2020;20;17,25;24,96;11/05/2020 16:30;9,27;13/05/2020 5:30;68,29;97,84;17/05/2020 5:30;28,21;13/05/2020 10:12;1,08;198,47;6,43;14/05/2020 16:38;174,7;20,79;12,93;7,55;26,6;11/05/2020
30;107;2020;21;22,16;32,08;23/05/2020 14:00;12,3;18/05/2020 5:09;54,56;90,7;22/05/2020 5:39;20,07;23/05/2020 12:58;0,83;145,86;6,51;18/05/2020 14:19;207,7;29,89;0;0;38,27;18/05/2020
30;107;2020;22;20,26;27,77;31/05/2020 13:21;11,57;30/05/2020 4:53;52,05;86,9;31/05/2020 2:10;21,62;30/05/2020 16:39;0,92;75,28;6,62;26/05/2020 14:29;54,27;26,62;0;0;34,45;25/05/2020
30;107;2020;23;22,4;33,02;04/06/2020 13:23;13,48;02/06/2020 2:59;55,4;91,3;05/06/2020 5:22;18,89;04/06/2020 13:37;0,94;191,9;7,23;04/06/2020 12:49;248,3;28,04;3,3;0,43;37,9;01/06/2020
30;107;2020;24;20,72;29,16;14/06/2020 12:33;13,51;14/06/2020 3:03;56,9;92,6;10/06/2020 5:46;20,74;14/06/2020 12:03;1,09;183,78;8,88;11/06/2020 15:10;170,7;27,14;15,1;9,16;35,73;08/06/2020
30;107;2020;25;23,25;33,24;21/06/2020 13:46;14,18;15/06/2020 4:35;55,41;88,4;19/06/2020 5:15;16,81;21/06/2020 16:28;0,92;147,6;6,47;16/06/2020 9:24;245,3;30,05;0;0;40,27;15/06/2020
30;107;2020;26;24,34;34,48;27/06/2020 12:10;16,25;28/06/2020 4:59;54,7;89;22/06/2020 5:37;17,11;27/06/2020 12:42;0,8;107,58;6,27;27/06/2020 14:37;235,4;28,78;0,2;0;39,58;22/06/2020
30;107;2020;27;25,45;34,98;02/07/2020 13:39;16,06;29/06/2020 5:00;60,18;90,1;04/07/2020 5:43;17,82;02/07/2020 8:37;0,77;104,33;5,53;02/07/2020 13:14;116,4;28,72;0;0;40,07;29/06/2020
30;107;2020;28;25,7;34,85;07/07/2020 13:10;17,22;06/07/2020 3:17;54,61;90,1;11/07/2020 5:36;13,52;07/07/2020 10:32;0,87;97,16;6,35;12/07/2020 18:59;111;27,9;0,3;0;39,88;06/07/2020
30;107;2020;29;24,57;32,15;19/07/2020 13:33;17,63;16/07/2020 3:50;64,53;91,1;15/07/2020 5:57;29,19;19/07/2020 14:42;0,76;91,46;6,02;15/07/2020 13:47;118,7;26,77;3,6;0,69;36,82;13/07/2020
30;107;2020;30;25,99;34,67;26/07/2020 13:24;17,83;21/07/2020 4:39;59,72;88,2;26/07/2020 4:46;25,2;21/07/2020 15:46;0,87;95,35;5,9;21/07/2020 9:49;114,1;28,64;0;0;40,35;20/07/2020
30;107;2020;31;28,05;38,81;01/08/2020 13:36;19,74;27/07/2020 3:23;57,23;88,8;02/08/2020 3:37;21,41;31/07/2020 17:18;0,76;104,75;6,04;30/07/2020 13:27;57,54;25,83;0;0;38,59;27/07/2020
30;107;2020;32;26,71;36,47;09/08/2020 13:56;17,73;08/08/2020 5:03;58,49;88,3;05/08/2020 5:43;11,88;08/08/2020 11:29;0,7;91,1;5,94;05/08/2020 13:28;100,7;25,79;0;0;36,35;03/08/2020
30;107;2020;33;26,09;35,21;10/08/2020 12:37;17,39;14/08/2020 4:55;56,45;89,8;12/08/2020 0:25;13,55;16/08/2020 10:56;0,91;167,5;6,37;15/08/2020 14:05;175,4;26,17;1,3;0;37,23;10/08/2020
30;107;2020;34;26,82;37,29;22/08/2020 10:17;15,51;18/08/2020 5:10;48,57;88,2;23/08/2020 1:36;12,68;17/08/2020 11:19;0,8;133,01;6,23;17/08/2020 14:12;167,6;25,13;0;0;35,94;17/08/2020
30;107;2020;35;25,51;36,74;26/08/2020 13:29;14,27;30/08/2020 4:53;61,21;92;26/08/2020 6:18;16,65;29/08/2020 8:22;0,7;126,87;6,08;29/08/2020 15:12;100,7;22,83;3,8;0,86;31,69;24/08/2020
30;107;2020;36;22,37;30,16;06/09/2020 13:39;15,15;01/09/2020 5:42;64,61;88,7;01/09/2020 6:06;31,74;03/09/2020 16:21;0,67;123,85;5,92;04/09/2020 15:00;123,5;20,87;0;0;26,84;31/08/2020
30;107;2020;37;22,56;31,69;12/09/2020 14:04;14,98;09/09/2020 5:25;60,99;88,9;07/09/2020 6:27;21,31;11/09/2020 12:23;0,78;126,43;6,45;08/09/2020 12:00;127,7;21,1;0;0;27,04;07/09/2020
30;107;2020;38;23,03;31,46;15/09/2020 13:00;16,45;19/09/2020 5:38;67,89;91,2;18/09/2020 13:12;27,25;19/09/2020 13:20;0,67;132,86;6,41;19/09/2020 13:29;204,5;17,41;5,8;2,33;23,17;14/09/2020
30;107;2020;39;22,75;32,71;24/09/2020 13:13;13,78;26/09/2020 4:40;47,51;88;23/09/2020 6:38;14,49;25/09/2020 14:44;0,72;225,84;6,9;24/09/2020 17:18;258,7;18,92;0;0;24,03;21/09/2020
30;107;2020;40;19,04;30,07;01/10/2020 11:07;8,02;04/10/2020 4:47;54,79;90,3;01/10/2020 7:12;18,4;03/10/2020 12:52;0,92;211,14;11,51;02/10/2020 13:06;234,2;17,72;0,7;0;21,68;28/09/2020
30;107;2020;41;18,95;31,59;07/10/2020 13:18;10,87;06/10/2020 4:11;62,87;91,4;09/10/2020 6:53;19,42;07/10/2020 13:04;0,59;181,52;6,84;06/10/2020 13:58;161,7;16,36;0;0;17,88;05/10/2020
30;107;2020;42;16,11;26,79;13/10/2020 12:29;7,18;15/10/2020 4:52;53,46;88,4;14/10/2020 23:48;17,69;15/10/2020 12:27;0,72;219,88;5,39;17/10/2020 13:07;225,3;17,34;0;0;16,9;12/10/2020
30;107;2020;43;17,3;26,36;21/10/2020 13:12;7,31;25/10/2020 6:14;65,44;90,1;23/10/2020 6:12;23,77;25/10/2020 11:24;0,73;221;6,82;21/10/2020 14:32;193,2;13,11;0;0;13,99;19/10/2020
30;107;2020;44;15,97;26,61;01/11/2020 11:57;8,59;31/10/2020 5:49;56,57;90,8;01/11/2020 7:37;20,78;26/10/2020 14:37;0,6;228,68;5;27/10/2020 15:59;190,6;15,12;0;0;13,06;26/10/2020
30;107;2020;45;16,47;25,16;02/11/2020 11:06;8,35;02/11/2020 6:15;78,44;91,3;08/11/2020 23:18;32,36;02/11/2020 11:06;0,78;133,87;6,96;05/11/2020 9:00;47,26;10,22;14,3;7,02;9,95;02/11/2020
30;107;2020;46;15,86;23,84;15/11/2020 13:00;9,99;12/11/2020 4:30;79,83;99,37;15/11/2020 6:30;41,35;15/11/2020 13:00;0,5;198,32;4,23;09/11/2020 14:34;210,9;10,49;0,2;0;8,96;09/11/2020
30;107;2020;47;14,87;26,66;16/11/2020 14:00;6,21;22/11/2020 6:48;76,13;100;17/11/2020 6:30;33,37;16/11/2020 14:00;0,48;219,75;4,18;20/11/2020 13:17;116,5;10,98;0,2;0;8,02;16/11/2020
30;107;2020;48;12,31;19,52;26/11/2020 12:38;5,58;24/11/2020 6:55;75,62;92,2;28/11/2020 2:36;39,39;29/11/2020 13:25;0,61;211,54;5,72;27/11/2020 9:26;184,3;9,44;5,6;2,25;7;23/11/2020
30;107;2020;49;11,1;20,01;01/12/2020 14:14;3,06;05/12/2020 5:11;58,83;90,2;01/12/2020 22:58;19,75;02/12/2020 13:23;0,84;260,28;8,41;04/12/2020 13:01;256;10,17;0;0;8,06;30/11/2020
30;107;2020;50;13,95;25,08;11/12/2020 14:27;3,57;09/12/2020 4:58;50,31;83,9;13/12/2020 23:49;21,28;12/12/2020 14:28;0,97;251,31;6,96;11/12/2020 17:22;239,7;7,72;0;0;9,78;07/12/2020
30;107;2020;51;11,3;20,82;15/12/2020 13:30;4,07;18/12/2020 6:52;74,82;93,5;15/12/2020 6:30;37,31;20/12/2020 14:44;0,49;238,17;4,92;19/12/2020 15:51;197,2;9,16;0,3;0;5,85;14/12/2020
30;107;2020;52;9,73;19,77;23/12/2020 13:04;-1,06;27/12/2020 6:37;63,13;91,9;23/12/2020 8:34;12,6;26/12/2020 13:35;0,56;242,22;4,94;25/12/2020 16:22;11,34;10,04;0;0;6,08;21/12/2020
30;107;2020;53;9,27;19,05;28/12/2020 11:30;0,39;31/12/2020 4:22;45,46;82,3;31/12/2020 19:41;18,47;28/12/2020 2:06;1,11;252,32;7,76;28/12/2020 3:32;245,5;10,99;0;0;4,35;28/12/2020
30;107;2021;1;7,37;14,22;03/01/2021 14:56;-0,29;02/01/2021 6:57;41,61;75,59;02/01/2021 6:59;16,36;03/01/2021 14:56;0,9;270,56;6,23;01/01/2021 12:57;331,3;10,89;0;0;3,28;01/01/2021
30;107;2021;2;6,46;13,53;04/01/2021 14:00;-0,86;04/01/2021 1:29;74,22;100;08/01/2021 21:00;21,77;05/01/2021 13:06;0,69;0,98;5,12;04/01/2021 15:08;190,9;5,79;37,14;19,8;5,13;04/01/2021
30;107;2021;3;8,54;19,97;17/01/2021 14:40;-0,08;14/01/2021 5:37;59,14;90,4;17/01/2021 0:10;19,95;17/01/2021 14:55;0,81;249,72;6,02;16/01/2021 4:54;136;11,56;0,02;0;8,04;11/01/2021
30;107;2021;4;11,75;24,43;24/01/2021 12:03;3,03;19/01/2021 7:10;62,39;93,2;20/01/2021 9:19;23,57;24/01/2021 12:04;0,99;244,11;13,56;22/01/2021 9:56;252,4;11,16;0;0;10,61;18/01/2021
30;107;2021;5;16,39;27,17;29/01/2021 13:18;7,95;29/01/2021 6:43;52,81;89,8;27/01/2021 7:21;14,43;29/01/2021 13:17;0,93;240,8;6,86;30/01/2021 13:17;256,2;11,3;0;0;12,91;25/01/2021
30;107;2021;6;13,59;26,23;01/02/2021 13:41;4,64;07/02/2021 6:41;62,54;92;05/02/2021 2:05;17,89;01/02/2021 13:47;0,88;215,42;8,37;01/02/2021 5:42;249,1;11,73;0;0;11,82;01/02/2021
30;107;2021;7;14,28;24,41;12/02/2021 14:37;6,79;11/02/2021 5:39;53,89;88,7;14/02/2021 22:24;14,54;12/02/2021 14:48;1,01;234,32;8,47;09/02/2021 20:26;271,9;11,67;0;0;10,23;08/02/2021
30;107;2021;8;11,37;20,81;17/02/2021 13:01;3,37;17/02/2021 4:55;75,13;92,9;20/02/2021 3:48;29,58;18/02/2021 13:17;0,69;155,65;5,78;21/02/2021 18:57;179,1;12,36;0;0;11,15;15/02/2021
30;107;2021;9;12,76;18,52;22/02/2021 13:58;6,48;23/02/2021 6:59;66,65;90,95;27/02/2021 23:00;22,71;22/02/2021 14:23;1,35;66,43;6,43;22/02/2021 12:51;257,6;10,89;0;0;13,09;22/02/2021
30;107;2021;10;12,7;16,46;03/03/2021 14:00;7,63;04/03/2021 5:00;81,07;96,6;07/03/2021 6:30;46,34;04/03/2021 14:30;1,55;78,97;3,2;01/03/2021 11:00;64,68;7,01;40,51;23,3;10,17;01/03/2021
30;107;2021;11;12,68;22,46;14/03/2021 15:46;5,82;10/03/2021 6:30;72,98;96,48;09/03/2021 0:00;20,75;14/03/2021 13:43;0,82;219,27;6,94;11/03/2021 15:04;189,9;18,29;10,01;0;15,36;08/03/2021
30;107;2021;12;10,23;19,97;17/03/2021 14:18;1,79;21/03/2021 2:40;69,8;92,5;17/03/2021 7:13;24,25;21/03/2021 13:52;0,77;288,65;5,82;20/03/2021 14:47;56,42;17,55;12,4;4,98;16,2;15/03/2021
30;107;2021;13;12,9;23,23;26/03/2021 13:28;3,88;23/03/2021 4:56;68,9;93,3;26/03/2021 8:45;20,46;26/03/2021 17:07;0,9;177,14;6,7;27/03/2021 14:01;76,44;22,12;0;0;21,76;22/03/2021
30;107;2021;14;14,57;23,7;02/04/2021 11:30;6,75;31/03/2021 5:44;68,12;92,7;02/04/2021 6:32;29,91;03/04/2021 11:01;1,03;98,29;6,25;29/03/2021 13:14;59,3;19,39;2,1;0;21,51;29/03/2021
30;107;2021;15;14,23;27;06/04/2021 11:27;7,25;06/04/2021 5:54;74,29;92,4;11/04/2021 7:10;12,92;06/04/2021 11:32;0,9;112,36;6,86;06/04/2021 14:52;206,2;16,38;6,2;1,93;18,93;05/04/2021
30;107;2021;16;12,88;19,69;18/04/2021 12:50;6,28;17/04/2021 4:43;77,39;95,2;15/04/2021 21:30;29,63;18/04/2021 12:43;0,97;82,43;5,08;13/04/2021 15:10;119,5;17,4;22,2;10,55;18,77;12/04/2021
30;107;2021;17;15,38;23,77;20/04/2021 12:45;7,28;19/04/2021 4:06;75,43;92,5;19/04/2021 6:26;26,46;19/04/2021 12:35;0,94;90,54;6,92;24/04/2021 16:19;33,95;16,5;33,5;19,12;19,95;19/04/2021
30;107;2021;18;16,54;23,26;28/04/2021 11:41;8,69;02/05/2021 4:12;71,12;91,1;27/04/2021 6:29;26,29;01/05/2021 10:41;0,95;201,27;6,84;01/05/2021 14:01;199,1;23,58;8,01;2,5;27,25;26/04/2021
30;107;2021;19;18,58;30,84;07/05/2021 11:54;9,97;04/05/2021 5:24;61,21;90,4;06/05/2021 6:03;15,1;07/05/2021 11:12;1,04;161,45;7,49;09/05/2021 12:30;215,1;26,72;0,4;0;32,66;03/05/2021
30;107;2021;20;19,92;32,49;16/05/2021 11:47;8,72;12/05/2021 5:00;45,8;90,1;10/05/2021 7:19;12,29;11/05/2021 13:19;1,08;211,85;6,84;10/05/2021 11:55;168,4;29,8;1,1;0;37,55;10/05/2021
30;107;2021;21;19,19;28,51;17/05/2021 9:19;12,14;21/05/2021 2:05;67,23;93;23/05/2021 22:35;25,58;21/05/2021 12:28;0,86;102,58;7,27;17/05/2021 10:34;115,9;24,4;42,8;25,65;30,74;17/05/2021
